#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	P    	S    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
91        	5         	ok              	9.5480000000e-05	2.9000000000e+02	4.9415686155e+15	2.3846831849e+15	5.6016670911e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
92        	5         	ok              	8.6250000000e-05	2.9000000000e+02	4.4622714715e+15	2.1541571502e+15	5.5996613029e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
93        	5         	ok              	7.7910000000e-05	2.9000000000e+02	4.0294328608e+15	1.9458595196e+15	5.5977770160e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
94        	5         	ok              	7.0370000000e-05	2.9000000000e+02	3.6383239173e+15	1.7575424772e+15	5.5960126217e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
95        	5         	ok              	6.3560000000e-05	2.9000000000e+02	3.2852621402e+15	1.5874577213e+15	5.5943677967e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
96        	5         	ok              	5.7420000000e-05	2.9000000000e+02	2.9670909309e+15	1.4341067080e+15	5.5928419016e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
97        	5         	ok              	5.1860000000e-05	2.9000000000e+02	2.6791071024e+15	1.2952416210e+15	5.5914241531e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
98        	5         	ok              	4.6850000000e-05	2.9000000000e+02	2.4197226678e+15	1.1701131882e+15	5.5901166762e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
99        	5         	ok              	4.2320000000e-05	2.9000000000e+02	2.1852838776e+15	1.0569731083e+15	5.5889095019e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
100       	5         	ok              	3.8220000000e-05	2.9000000000e+02	1.9731784245e+15	9.5457259454e+14	5.5877960980e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
101       	5         	ok              	3.4530000000e-05	2.9000000000e+02	1.7823501535e+15	8.6241213212e+14	5.5867768411e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
102       	4         	ok              	3.1190000000e-05	2.9000000000e+02	1.6096787438e+15	7.7899317697e+14	5.5858419529e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
103       	4         	ok              	2.8170000000e-05	2.9000000000e+02	1.4535965918e+15	7.0356645704e+14	5.5849830394e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
104       	4         	ok              	2.5450000000e-05	2.9000000000e+02	1.3130580296e+15	6.3563245764e+14	5.5841997266e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
105       	4         	ok              	2.2990000000e-05	2.9000000000e+02	1.1859855022e+15	5.7419214936e+14	5.5834832685e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
106       	4         	ok              	2.0760000000e-05	2.9000000000e+02	1.0708206075e+15	5.1849626014e+14	5.5828271485e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
107       	4         	ok              	1.8750000000e-05	2.9000000000e+02	9.6703949266e+14	4.6829503264e+14	5.5822302931e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
108       	4         	ok              	1.6940000000e-05	2.9000000000e+02	8.7360312685e+14	4.2308895216e+14	5.5816883575e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
109       	4         	ok              	1.5300000000e-05	2.9000000000e+02	7.8895768366e+14	3.8212874664e+14	5.5811936389e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
110       	4         	ok              	1.3820000000e-05	2.9000000000e+02	7.1258281591e+14	3.4516465873e+14	5.5807441603e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
111       	4         	ok              	1.2480000000e-05	2.9000000000e+02	6.4344291394e+14	3.1169717373e+14	5.5803347098e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
112       	4         	ok              	1.1280000000e-05	2.9000000000e+02	5.8153497836e+14	2.8172629164e+14	5.5799660187e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
113       	4         	ok              	1.0190000000e-05	2.9000000000e+02	5.2530886615e+14	2.5450274041e+14	5.5796294630e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
114       	4         	ok              	9.2010000000e-06	2.9000000000e+02	4.7429844531e+14	2.2980173842e+14	5.5793227185e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
115       	4         	ok              	8.3110000000e-06	2.9000000000e+02	4.2839893037e+14	2.0757333420e+14	5.5790455574e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
116       	4         	ok              	7.5080000000e-06	2.9000000000e+02	3.8699007004e+14	1.8751781894e+14	5.5787945743e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
117       	4         	ok              	6.7810000000e-06	2.9000000000e+02	3.4950351970e+14	1.6936045954e+14	5.5785665942e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
118       	4         	ok              	6.1260000000e-06	2.9000000000e+02	3.1573211806e+14	1.5300135307e+14	5.5783605795e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
119       	4         	ok              	5.5330000000e-06	2.9000000000e+02	2.8515952365e+14	1.3819074217e+14	5.5781735629e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
120       	4         	ok              	4.9980000000e-06	2.9000000000e+02	2.5757890560e+14	1.2482872390e+14	5.5780044273e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
121       	4         	ok              	4.5150000000e-06	2.9000000000e+02	2.3268044272e+14	1.1276544386e+14	5.5778513956e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
122       	4         	ok              	4.0780000000e-06	2.9000000000e+02	2.1015442857e+14	1.0185104763e+14	5.5777126637e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
123       	4         	ok              	3.6840000000e-06	2.9000000000e+02	1.8984588571e+14	9.2010608014e+13	5.5775873587e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
124       	4         	ok              	3.3270000000e-06	2.9000000000e+02	1.7144527242e+14	8.3094270592e+13	5.5774736371e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
125       	4         	ok              	3.0050000000e-06	2.9000000000e+02	1.5484928015e+14	7.5052083898e+13	5.5773709146e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
126       	4         	ok              	2.7150000000e-06	2.9000000000e+02	1.3990309909e+14	6.7809120727e+13	5.5772782785e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
127       	4         	ok              	2.4520000000e-06	2.9000000000e+02	1.2634888600e+14	6.1240502402e+13	5.5771941672e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
128       	4         	ok              	2.2150000000e-06	2.9000000000e+02	1.1413498162e+14	5.5321253190e+13	5.5771182894e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
129       	4         	ok              	2.0010000000e-06	2.9000000000e+02	1.0310667711e+14	4.9976445884e+13	5.5770497087e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
130       	4         	ok              	1.8070000000e-06	2.9000000000e+02	9.3109288725e+13	4.5131153279e+13	5.5769874828e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
131       	4         	ok              	1.6320000000e-06	2.9000000000e+02	8.4091216699e+13	4.0760399641e+13	5.5769313066e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
132       	4         	ok              	1.4750000000e-06	2.9000000000e+02	7.6000871898e+13	3.6839209235e+13	5.5768808725e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
133       	4         	ok              	1.3320000000e-06	2.9000000000e+02	6.8632086079e+13	3.3267679119e+13	5.5768349061e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
134       	4         	ok              	1.2030000000e-06	2.9000000000e+02	6.1984823789e+13	3.0045809294e+13	5.5767934156e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
135       	4         	ok              	1.0870000000e-06	2.9000000000e+02	5.6007524902e+13	2.7148624026e+13	5.5767560867e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
136       	4         	ok              	9.8170000000e-07	2.9000000000e+02	5.0581649446e+13	2.4518679122e+13	5.5767221848e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
137       	4         	ok              	8.8670000000e-07	2.9000000000e+02	4.5686566640e+13	2.2145984290e+13	5.5766915860e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
138       	4         	ok              	8.0100000000e-07	2.9000000000e+02	4.1270732683e+13	2.0005563795e+13	5.5766639718e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
139       	4         	ok              	7.2350000000e-07	2.9000000000e+02	3.7277454857e+13	1.8069944326e+13	5.5766389911e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
140       	4         	ok              	6.5350000000e-07	2.9000000000e+02	3.3670653977e+13	1.6321642871e+13	5.5766164207e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
141       	4         	ok              	5.9030000000e-07	2.9000000000e+02	3.0414253087e+13	1.4743176414e+13	5.5765960370e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
142       	4         	ok              	5.3320000000e-07	2.9000000000e+02	2.7472177158e+13	1.3317061942e+13	5.5765776160e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
143       	4         	ok              	4.8160000000e-07	2.9000000000e+02	2.4813505280e+13	1.2028314012e+13	5.5765609654e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
144       	4         	ok              	4.3510000000e-07	2.9000000000e+02	2.2417622698e+13	1.0866942331e+13	5.5765459573e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
145       	4         	ok              	3.9300000000e-07	2.9000000000e+02	2.0248458398e+13	9.8154638842e+12	5.5765323668e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
146       	4         	ok              	3.5500000000e-07	2.9000000000e+02	1.8290551949e+13	8.8663859514e+12	5.5765200977e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
147       	4         	ok              	3.2060000000e-07	2.9000000000e+02	1.6518138799e+13	8.0072206648e+12	5.5765089891e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
148       	4         	ok              	2.8960000000e-07	2.9000000000e+02	1.4920912064e+13	7.2329728775e+12	5.5764989771e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
149       	4         	ok              	2.6160000000e-07	2.9000000000e+02	1.3478260584e+13	6.5336522954e+12	5.5764899328e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
150       	4         	ok              	2.3630000000e-07	2.9000000000e+02	1.2174725949e+13	5.9017661981e+12	5.5764817596e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
151       	4         	ok              	2.1350000000e-07	2.9000000000e+02	1.1000002355e+13	5.3323194384e+12	5.5764743933e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
152       	4         	ok              	1.9280000000e-07	2.9000000000e+02	9.9334796732e+12	4.8153217223e+12	5.5764677047e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
153       	4         	ok              	1.7420000000e-07	2.9000000000e+02	8.9751571262e+12	4.3507730500e+12	5.5764616942e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
154       	4         	ok              	1.5730000000e-07	2.9000000000e+02	8.1044249897e+12	3.9286831272e+12	5.5764562325e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
155       	4         	ok              	1.4210000000e-07	2.9000000000e+02	7.3212827493e+12	3.5490519541e+12	5.5764513197e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
156       	4         	ok              	1.2840000000e-07	2.9000000000e+02	6.6154254644e+12	3.2068843835e+12	5.5764468914e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
157       	4         	ok              	1.1590000000e-07	2.9000000000e+02	5.9713960727e+12	2.8946876951e+12	5.5764428506e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
158       	4         	ok              	1.0470000000e-07	2.9000000000e+02	5.3943465302e+12	2.6149594623e+12	5.5764392296e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
159       	4         	ok              	9.4600000000e-08	2.9000000000e+02	4.8739721385e+12	2.3627045380e+12	5.5764359639e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
160       	4         	ok              	8.5450000000e-08	2.9000000000e+02	4.4025443789e+12	2.1341765621e+12	5.5764330050e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
161       	4         	ok              	7.7190000000e-08	2.9000000000e+02	3.9769717706e+12	1.9278769904e+12	5.5764303334e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
162       	4         	ok              	6.9720000000e-08	2.9000000000e+02	3.5921019781e+12	1.7413082494e+12	5.5764279169e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
163       	4         	ok              	6.2980000000e-08	2.9000000000e+02	3.2448435758e+12	1.5729717950e+12	5.5764257359e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
164       	4         	ok              	5.6890000000e-08	2.9000000000e+02	2.9310747184e+12	1.4208695684e+12	5.5764237646e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
165       	4         	ok              	5.1390000000e-08	2.9000000000e+02	2.6477040195e+12	1.2835030255e+12	5.5764219835e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
166       	4         	ok              	4.6420000000e-08	2.9000000000e+02	2.3916401068e+12	1.1593736222e+12	5.5764203730e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
167       	4         	ok              	4.1930000000e-08	2.9000000000e+02	2.1603068396e+12	1.0472325717e+12	5.5764189169e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
168       	4         	ok              	3.7870000000e-08	2.9000000000e+02	1.9511280868e+12	9.4583108727e+11	5.5764175988e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
169       	4         	ok              	3.4210000000e-08	2.9000000000e+02	1.7625581622e+12	8.5441989689e+11	5.5764164089e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
170       	4         	ok              	3.0900000000e-08	2.9000000000e+02	1.5920209495e+12	7.7175021380e+11	5.5764153305e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
171       	4         	ok              	2.7910000000e-08	2.9000000000e+02	1.4379707740e+12	6.9707276592e+11	5.5764143539e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
172       	4         	ok              	2.5210000000e-08	2.9000000000e+02	1.2988619656e+12	6.2963828122e+11	5.5764134688e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
173       	4         	ok              	2.2770000000e-08	2.9000000000e+02	1.1731488573e+12	5.6869748764e+11	5.5764126650e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
174       	4         	ok              	2.0570000000e-08	2.9000000000e+02	1.0598010030e+12	5.1375087048e+11	5.5764119355e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
175       	4         	ok              	1.8580000000e-08	2.9000000000e+02	9.5727274113e+11	4.6404915768e+11	5.5764112698e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
176       	4         	ok              	1.6780000000e-08	2.9000000000e+02	8.6453362976e+11	4.1909283455e+11	5.5764106604e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
177       	4         	ok              	1.5160000000e-08	2.9000000000e+02	7.8106844563e+11	3.7863214373e+11	5.5764101033e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
178       	4         	ok              	1.3690000000e-08	2.9000000000e+02	7.0533153236e+11	3.4191781317e+11	5.5764095869e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
179       	4         	ok              	1.2370000000e-08	2.9000000000e+02	6.3732288599e+11	3.0894984287e+11	5.5764091101e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
180       	4         	ok              	1.1170000000e-08	2.9000000000e+02	5.7549685226e+11	2.7897896078e+11	5.5764086604e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
181       	4         	ok              	1.0090000000e-08	2.9000000000e+02	5.1985342858e+11	2.5200516690e+11	5.5764082358e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
182       	4         	ok              	9.1170000000e-09	2.9000000000e+02	4.6972283079e+11	2.2770377667e+11	5.5764078292e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
183       	4         	ok              	8.2350000000e-09	2.9000000000e+02	4.2428071024e+11	2.0567517834e+11	5.5764074309e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
184       	4         	ok              	7.4390000000e-09	2.9000000000e+02	3.8326945712e+11	1.8579449322e+11	5.5764070349e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
185       	4         	ok              	6.7190000000e-09	2.9000000000e+02	3.4617385353e+11	1.6781196396e+11	5.5764066321e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
186       	4         	ok              	6.0690000000e-09	2.9000000000e+02	3.1268476848e+11	1.5157773617e+11	5.5764062137e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
187       	4         	ok              	5.4820000000e-09	2.9000000000e+02	2.8244154952e+11	1.3691697968e+11	5.5764057687e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
188       	4         	ok              	4.9520000000e-09	2.9000000000e+02	2.5513506600e+11	1.2367984009e+11	5.5764052847e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
189       	4         	ok              	4.4730000000e-09	2.9000000000e+02	2.3045618741e+11	1.1171646299e+11	5.5764047465e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
190       	4         	ok              	4.0400000000e-09	2.9000000000e+02	2.0814730500e+11	1.0090196970e+11	5.5764041362e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
191       	4         	ok              	3.6500000000e-09	2.9000000000e+02	1.8805385341e+11	9.1161433021e+10	5.5764034356e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
192       	4         	ok              	3.2970000000e-09	2.9000000000e+02	1.6986670235e+11	8.2344998540e+10	5.5764026160e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
193       	4         	ok              	2.9780000000e-09	2.9000000000e+02	1.5343128656e+11	7.4377739051e+10	5.5764016479e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
194       	4         	ok              	2.6900000000e-09	2.9000000000e+02	1.3859304081e+11	6.7184727350e+10	5.5764004952e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
195       	4         	ok              	2.4300000000e-09	2.9000000000e+02	1.2519739989e+11	6.0691036231e+10	5.5763991133e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
