Wavelength (nm)	Flux (ergs/cm^2/s/nm)
137.05	26.376600000000003
137.15	109.143
137.25	24.8229
137.35	8.65247
137.45	55.062200000000004
137.55	20.7982
137.65	14.9196
137.75	55.253600000000006
137.85	1.82038
137.95	23.121300000000005
138.05	19.7268
138.15	47.1225
138.25	20.460100000000004
138.35	36.355
138.45	80.35060000000001
138.55	24.948700000000002
138.65	86.1405
138.75	87.20340000000002
138.85	85.13040000000001
138.95	87.6965
139.05	24.2479
139.15	87.6965
139.25	37.28770000000001
139.35	1268.74
139.45	191.658
139.55	138.398
139.65	36.1774
139.75	13.7946
139.85	53.14170000000001
139.95	145.44900000000004
140.05	147.942
140.15	204.953
140.25	775.783
140.35	104.73100000000001
140.45	32.5033
140.55	23.076400000000003
140.65	57.53060000000001
140.75	71.5764
140.85	13.788
140.95	49.8458
141.05	37.1706
141.15	20.4538
141.25	20.9297
141.35	27.695300000000003
141.45	70.9457
141.55	28.394000000000002
141.65	13.052700000000002
141.75	48.354800000000004
141.85	90.1287
141.95	28.933600000000002
142.05	4.15067
142.15	36.8361
142.25	29.517
142.35	74.93010000000001
142.45	55.264100000000006
142.55	82.67290000000001
142.65	31.8785
142.75	31.372200000000003
142.85	29.8842
142.95	27.277400000000004
143.05	36.48270000000001
143.15	31.2332
143.25	58.078700000000005
143.35	45.9333
143.45	39.2505
143.55	2.0009100000000006
143.65	2.92817
143.75	18.5938
143.85	37.9923
143.95	11.592
144.05	50.739000000000004
144.15	81.994
144.25	182.588
144.35	86.91740000000001
144.45	41.274800000000006
144.55	82.4753
144.65	79.1701
144.75	37.9775
144.85	37.5
144.95	36.2897
145.05	40.518800000000006
145.15	9.684560000000001
145.25	47.1805
145.35	29.347800000000003
145.45	26.484000000000005
145.55	26.516100000000005
145.65	24.0975
145.75	9.04417
145.85	13.7872
145.95	96.17210000000001
146.05	10.0881
146.15	33.885400000000004
146.25	17.3726
146.35	94.0831
146.45	41.9159
146.55	34.10320000000001
146.65	40.3699
146.75	191.687
146.85	12.627400000000002
146.95	34.5721
147.04999999999998	36.04130000000001
147.15	53.35170000000001
147.25	88.07260000000001
147.35000000000002	74.4796
147.45	41.5097
147.54999999999998	40.456300000000006
147.65	48.764700000000005
147.75	25.61
147.85000000000002	46.37310000000001
147.95	18.8858
148.04999999999998	3.23316
148.15	74.1457
148.25	38.2935
148.35000000000002	46.33070000000001
148.45	20.8472
148.54999999999998	22.9748
148.65	77.3332
148.75	33.29130000000001
148.85000000000002	42.2302
148.95	72.17100000000002
149.04999999999998	16.625
149.15	54.5009
149.25	60.71060000000001
149.35000000000002	42.8733
149.45	27.378700000000002
149.54999999999998	69.9828
149.65	81.3324
149.75	17.2883
149.85000000000002	44.9988
149.95	13.227200000000002
150.04999999999998	137.218
150.15	55.933800000000005
150.25	8.09101
150.35000000000002	41.4808
150.45	171.857
150.54999999999998	43.828700000000005
150.65	8.339540000000001
150.75	21.6095
150.85000000000002	70.5182
150.95	16.805
151.04999999999998	6.93537
151.15	25.8275
151.25	16.129
151.35000000000002	41.3741
151.45	72.62410000000001
151.54999999999998	15.9115
151.65	84.7451
151.75	29.813900000000004
151.85000000000002	1.13676
151.95	56.555800000000005
152.04999999999998	35.4974
152.15	1.1067200000000001
152.25	58.948800000000006
152.35000000000002	40.2541
152.45	184.4
152.54999999999998	52.8582
152.65	350.373
152.75	58.2639
152.85000000000002	38.111700000000006
152.95	72.579
153.04999999999998	3.32642
153.15	72.3421
153.25	157.47
153.35	334.8330000000001
153.45000000000002	3.5815200000000003
153.54999999999998	21.7265
153.65	104.042
153.75	77.10430000000001
153.85	11.686
153.95000000000002	325.223
154.04999999999998	7.4164200000000005
154.15	23.710400000000003
154.25	54.59610000000001
154.35	4.99364
154.45000000000002	56.6024
154.54999999999998	113.528
154.65	69.8062
154.75	342.255
154.85	4972.86
154.95000000000002	73.1685
155.04999999999998	2580.19
155.15	500.937
155.25	22.303900000000002
155.35	22.3513
155.45000000000002	78.2478
155.54999999999998	0.0042620800000000006
155.65	89.95340000000002
155.75	32.7749
155.85	499.737
155.95000000000002	18.8448
156.04999999999998	537.126
156.15	724.631
156.25	123.488
156.35	97.794
156.45000000000002	38.9041
156.54999999999998	124.869
156.65	54.0885
156.75	100.15
156.85	42.00930000000001
156.95000000000002	101.378
157.04999999999998	100.43600000000002
157.15	1.4997800000000001
157.25	67.0891
157.35	100.845
157.45000000000002	10.6242
157.54999999999998	32.269400000000005
157.65	126.214
157.75	28.3884
157.85	57.3365
157.95000000000002	31.742
158.04999999999998	37.533
158.15	31.742
158.25	31.6671
158.35	23.281
158.45000000000002	30.1342
158.54999999999998	50.67020000000001
158.65	50.667
158.75	65.6707
158.85	43.4105
158.95000000000002	33.973200000000006
159.04999999999998	33.973200000000006
159.15	32.0965
159.25	32.0965
159.35	137.276
159.45000000000002	49.666900000000005
159.55	54.3312
159.64999999999998	51.797700000000006
159.75	203.52700000000002
159.85	67.4283
159.95000000000002	43.810300000000005
160.05	43.810300000000005
160.14999999999998	52.1844
160.25	203.707
160.35	170.981
160.45000000000002	93.28670000000001
160.55	49.5354
160.64999999999998	56.4315
160.75	56.4315
160.85	48.082800000000006
160.95000000000002	45.0069
161.05	167.483
161.14999999999998	44.8206
161.25	58.278400000000005
161.35	39.4736
161.45000000000002	39.544
161.55	137.923
161.64999999999998	37.0756
161.75	36.553
161.85	5.91035
161.95000000000002	74.52810000000001
162.05	145.972
162.14999999999998	44.92840000000001
162.25	38.6897
162.35	42.2876
162.45000000000002	48.05270000000001
162.55	43.919
162.64999999999998	44.1899
162.75	17.114400000000003
162.85	184.476
162.95000000000002	49.3805
163.05	42.9966
163.14999999999998	293.0830000000001
163.25	71.95760000000001
163.35	154.775
163.45000000000002	52.97160000000001
163.55	7.6966600000000005
163.64999999999998	307.715
163.75	115.36200000000001
163.85	30.9132
163.95000000000002	119.524
164.05	4975.020000000001
164.14999999999998	172.649
164.25	92.11320000000002
164.35	306.53700000000003
164.45000000000002	66.2605
164.55	50.469100000000005
164.64999999999998	185.392
164.75	363.272
164.85	411.158
164.95000000000002	445.202
165.05	446.37600000000003
165.14999999999998	14.8755
165.25	92.7095
165.35	219.925
165.45000000000002	96.57810000000002
165.55	85.1227
165.65	948.525
165.75	1073.09
165.85	711.786
165.95	142.995
166.05	2.77138
166.15	4.35681
166.25	262.92
166.35	261.348
166.45	68.6507
166.55	44.9577
166.65	158.09
166.75	202.03
166.85	153.72
166.95	168.492
167.05	1007.36
167.15	432.99
167.25	61.277100000000004
167.35	70.6142
167.45	53.6214
167.55	39.548
167.65	120.307
167.75	106.898
167.85	82.2725
167.95	116.831
168.05	108.777
168.15	3.8850900000000004
168.25	103.855
168.35	117.239
168.45	30.178400000000003
168.55	30.011300000000002
168.65	31.011
168.75	79.59490000000001
168.85	8.971
168.95	7.40955
169.05	27.5636
169.15	29.7554
169.25	31.187400000000004
169.35	0.274556
169.45	50.278400000000005
169.55	59.542500000000004
169.65	23.5655
169.75	117.307
169.85	2.9154500000000003
169.95	23.4706
170.05	43.834300000000006
170.15	32.5262
170.25	26.211300000000005
170.35	68.6563
170.45	44.4724
170.55	41.9585
170.65	49.16060000000001
170.75	86.667
170.85	51.00560000000001
170.95	7.860780000000001
171.05	54.3633
171.15	63.342800000000004
171.25	89.9117
171.35	275.584
171.45	58.2837
171.55	203.585
171.65	154.208
171.75	58.2837
171.85	4.15732
171.95	77.09660000000001
172.05	212.24
172.15	63.6392
172.25	63.6392
172.35	86.1231
172.45	72.3439
172.55	72.3439
172.65	62.16460000000001
172.75	61.682300000000005
172.85	61.682300000000005
172.95	67.6192
173.05	256.00100000000003
173.15	53.1523
173.25	539.5890000000002
173.35	82.0536
173.45	82.0536
173.55	82.0536
173.65	144.562
173.75	94.70590000000001
173.85	122.895
173.95	100.58800000000001
174.05	100.58800000000001
174.15	578.025
174.25	87.7878
174.35	66.7591
174.45	88.2217
174.55	253.048
174.65	88.2217
174.75	97.8036
174.85	117.638
174.95	91.6588
175.05	91.6588
175.15	91.6588
175.25	119.014
175.35	429.252
175.45	70.8462
175.55	70.8462
175.65	336.2
175.75	100.944
175.85	112.505
175.95	118.08800000000001
176.05	118.08800000000001
176.15	96.75210000000001
176.25	65.01910000000001
176.35	156.209
176.45	178.871
176.55	855.0070000000001
176.65	178.871
176.75	231.217
176.85	229.296
176.95	173.379
177.05	352.573
177.15	377.84
177.25	151.023
177.35	882.5
177.45	200.782
177.55	217.028
177.65	226.36100000000002
177.75	174.277
177.85	171.84800000000004
177.95	160.384
178.05	179.154
178.15	189.984
178.25	171.09200000000004
178.35000000000002	709.829
178.45	324.908
178.54999999999998	148.257
178.65	154.529
178.75	182.638
178.85000000000002	143.21100000000004
178.95	375.404
179.04999999999998	569.177
179.15	193.939
179.25	193.939
179.35000000000002	231.437
179.45	576.814
179.54999999999998	125.44200000000001
179.65	272.768
179.75	272.768
179.85000000000002	291.656
179.95	153.546
180.04999999999998	861.015
180.15	282.707
180.25	749.9690000000002
180.35000000000002	782.746
180.45	678.457
180.54999999999998	400.157
180.65	450.748
180.75	560.394
180.85000000000002	464.801
180.95	240.19400000000002
181.04999999999998	60.598600000000005
181.15	709.024
181.25	2176.62
181.35000000000002	1060.16
181.45	60.41780000000001
181.54999999999998	56.853100000000005
181.65	391.67900000000003
181.75	245.14000000000001
181.85000000000002	72.0453
181.95	314.402
182.04999999999998	423.199
182.15	589.423
182.25	668.287
182.35000000000002	264.788
182.45	237.33
182.54999999999998	132.02
182.65	1203.25
182.75	258.153
182.85000000000002	245.89600000000002
182.95	78.397
183.04999999999998	39.3311
183.15	189.906
183.25	162.928
183.35000000000002	511.004
183.45	202.463
183.54999999999998	228.427
183.65	331.269
183.75	185.845
183.85000000000002	377.697
183.95	789.943
184.04999999999998	181.925
184.15	179.958
184.25	181.596
184.35000000000002	168.947
184.45	381.3860000000001
184.54999999999998	83.2956
184.65	400.33
184.75	187.69300000000004
184.85	187.69300000000004
184.95000000000002	189.459
185.04999999999998	156.296
185.15	222.651
185.25	452.509
185.35	584.535
185.45000000000002	292.569
185.54999999999998	173.94300000000004
185.65	202.632
185.75	182.61600000000004
185.85	413.01300000000003
185.95000000000002	126.679
186.04999999999998	153.495
186.15	355.094
186.25	1.34101
186.35	374.546
186.45000000000002	18.7979
186.54999999999998	657.09
186.65	179.599
186.75	307.704
186.85	238.439
186.95000000000002	23.679600000000004
187.04999999999998	61.019800000000004
187.15	87.63610000000001
187.25	140.666
187.35	605.595
187.45000000000002	167.843
187.54999999999998	120.932
187.65	10.8511
187.75	111.351
187.85	110.132
187.95000000000002	117.075
188.04999999999998	258.778
188.15	151.056
188.25	146.674
188.35	146.855
188.45000000000002	116.575
188.54999999999998	2.96467
188.65	462.504
188.75	283.3330000000001
188.85	377.294
188.95000000000002	583.943
189.04999999999998	180.375
189.15	178.613
189.25	3.61069
189.35	186.124
189.45000000000002	494.32800000000003
189.54999999999998	52.461200000000005
189.65	281.552
189.75	469.678
189.85	82.9272
189.95000000000002	188.262
190.04999999999998	297.296
190.15	150.21700000000004
190.25	171.248
190.35	222.847
190.45000000000002	24.126900000000003
190.55	315.319
190.64999999999998	606.568
190.75	183.07
190.85	172.489
190.95000000000002	168.651
191.05	162.127
191.14999999999998	93.2598
191.25	46.326600000000006
191.35	188.879
191.45000000000002	152.544
191.55	173.96
191.64999999999998	506.682
191.75	258.045
191.85	73.8182
191.95000000000002	553.967
192.05	269.728
192.14999999999998	288.162
192.25	96.2771
192.35	185.285
192.45000000000002	311.355
192.55	630.599
192.64999999999998	683.998
192.75	660.451
192.85	263.624
192.95000000000002	186.655
193.05	427.779
193.14999999999998	281.258
193.25	301.27
193.35	491.022
193.45000000000002	333.475
193.55	210.55
193.64999999999998	224.601
193.75	176.268
193.85	121.742
193.95000000000002	284.7200000000001
194.05	336.757
194.14999999999998	400.253
194.25	586.653
194.35	484.79200000000003
194.45000000000002	138.787
194.55	48.405100000000004
194.64999999999998	72.41940000000001
194.75	300.986
194.85	242.124
194.95000000000002	200.766
195.05	117.794
195.14999999999998	222.47400000000002
195.25	213.047
195.35	148.987
195.45000000000002	48.06420000000001
195.55	159.666
195.64999999999998	69.5248
195.75	284.088
195.85	622.0410000000002
195.95000000000002	383.871
196.05	299.93
196.14999999999998	211.697
196.25	108.70100000000001
196.35	33.9309
196.45000000000002	199.431
196.55	200.75
196.64999999999998	211.33600000000004
196.75	715.572
196.85	448.408
196.95	234.53300000000002
197.05	369.041
197.15	159.215
197.25	172.34800000000004
197.35	168.153
197.45	74.4402
197.55	211.726
197.65	424.401
197.75	338.62600000000003
197.85	158.714
197.95	112.261
198.05	139.133
198.15	76.96660000000001
198.25	24.8121
198.35	166.62
198.45	178.447
198.55	106.508
198.65	334.491
198.75	119.71300000000001
198.85	178.713
198.95	248.851
199.05	335.676
199.15	322.179
199.25	283.897
199.35	236.542
199.45	311.427
199.55	538.972
199.65	484.81600000000003
199.75	419.005
199.85	212.94400000000002
199.95	233.9
200.05	233.572
200.15	106.08200000000001
200.25	185.721
200.35	252.877
200.45	114.173
200.55	90.1486
200.65	61.433
200.75	492.592
200.85	512.1900000000002
200.95	465.46000000000004
201.05	353.998
201.15	187.728
201.25	152.869
201.35	153.185
201.45	154.16
201.55	17.912200000000002
201.65	147.002
201.75	161.79
201.85	140.781
201.95	5.827380000000001
202.05	188.41
202.15	128.912
202.25	192.045
202.35	272.37
202.45	111.434
202.55	61.16870000000001
202.65	357.185
202.75	72.40890000000002
202.85	86.60090000000001
202.95	327.2730000000001
203.05	218.347
203.15	134.233
203.25	138.16
203.35	165.996
203.45	303.964
203.55	230.794
203.65	189.135
203.75	151.671
203.85	108.363
203.95	130.275
204.05	144.072
204.15	143.305
204.25	136.593
204.35	6.07929
204.45	136.239
204.55	128.266
204.65	118.236
204.75	353.168
204.85	524.829
204.95	603.23
205.05	202.99
205.15	127.889
205.25	56.79820000000001
205.35	102.123
205.45	144.495
205.55	30.193
205.65	98.01670000000001
205.75	194.859
205.85	77.8497
205.95	71.509
206.05	91.6383
206.15	120.892
206.25	161.527
206.35	265.73
206.45	263.624
206.55	230.286
206.65	39.98
206.75	131.38
206.85	121.637
206.95	53.7702
207.05	216.292
207.15	374.909
207.25	79.5555
207.35	119.178
207.45	193.146
207.55	58.7909
207.65	14.0645
207.75	120.267
207.85	129.867
207.95	143.69300000000004
208.05	85.2176
208.15	132.018
208.25	179.865
208.35	347.171
208.45	255.01500000000001
208.55	186.97
208.65	109.388
208.75	191.988
208.85	276.528
208.95	27.7815
209.05	50.60170000000001
209.15	105.226
209.25	150.123
209.35	164.37200000000004
209.45	179.213
209.54999999999998	166.802
209.65	94.266
209.75	128.422
209.85000000000002	123.85600000000001
209.95	44.724
210.04999999999998	281.562
210.15	232.28300000000002
210.25	196.89000000000001
210.35000000000002	235.001
210.45	49.028600000000004
210.54999999999998	109.357
210.65	122.047
210.75	100.67100000000002
210.85000000000002	36.688300000000005
210.95	96.87790000000001
211.04999999999998	93.01860000000002
211.15	56.5229
211.25	78.7382
211.35000000000002	107.914
211.45	194.114
211.54999999999998	301.9340000000001
211.65	341.024
211.75	192.326
211.85000000000002	203.939
211.95	210.691
212.04999999999998	44.4071
212.15	80.9989
212.25	122.74000000000001
212.35000000000002	42.8444
212.45	91.26610000000001
212.54999999999998	184.06800000000004
212.65	229.70000000000002
212.75	218.023
212.85000000000002	163.385
212.95	213.74100000000004
213.04999999999998	203.52100000000002
213.15	78.772
213.25	240.31300000000002
213.35000000000002	310.63800000000003
213.45	107.003
213.54999999999998	98.3289
213.65	91.10740000000001
213.75	81.7103
213.85000000000002	93.8409
213.95	108.56400000000001
214.04999999999998	295.53
214.15	208.81900000000002
214.25	18.2783
214.35000000000002	123.953
214.45	109.34400000000001
214.54999999999998	7.098450000000001
214.65	127.842
214.75	190.466
214.85000000000002	263.746
214.95	158.341
215.04999999999998	98.35960000000001
215.15	142.552
215.25	76.8342
215.35000000000002	18.461200000000005
215.45	55.3558
215.54999999999998	5.03654
215.65	145.635
215.75	99.4015
215.85	173.389
215.95000000000002	277.235
216.04999999999998	117.699
216.15	147.47900000000004
216.25	363.229
216.35	184.539
216.45000000000002	134.31800000000004
216.54999999999998	278.415
216.65	247.447
216.75	223.433
216.85	161.361
216.95000000000002	67.49390000000001
217.04999999999998	151.761
217.15	17.2187
217.25	134.68
217.35	296.112
217.45000000000002	211.62800000000001
217.54999999999998	179.556
217.65	138.721
217.75	110.666
217.85	99.49420000000002
217.95000000000002	131.885
218.04999999999998	177.084
218.15	187.633
218.25	120.923
218.35	96.10380000000002
218.45000000000002	69.48540000000001
218.54999999999998	96.05190000000002
218.65	93.27380000000001
218.75	96.23
218.85	132.635
218.95000000000002	88.6648
219.04999999999998	1.26388
219.15	86.252
219.25	141.5
219.35	233.752
219.45000000000002	135.579
219.54999999999998	123.994
219.65	197.845
219.75	117.923
219.85	81.8529
219.95000000000002	115.479
220.04999999999998	321.67
220.15	468.451
220.25	54.3811
220.35	3.54022
220.45000000000002	185.355
220.54999999999998	253.001
220.65	303.601
220.75	347.08
220.85	257.772
220.95000000000002	208.52
221.04999999999998	130.136
221.15	137.263
221.25	166.948
221.35	282.066
221.45000000000002	190.534
221.54999999999998	138.923
221.65	130.358
221.75	144.5
221.85	156.377
221.95000000000002	323.909
222.05	247.13400000000001
222.14999999999998	154.85
222.25	237.385
222.35	211.00900000000001
222.45000000000002	148.862
222.55	229.638
222.64999999999998	201.179
222.75	70.08140000000002
222.85	133.436
222.95000000000002	149.327
223.05	104.846
223.14999999999998	137.097
223.25	160.983
223.35	214.272
223.45000000000002	165.102
223.55	121.047
223.64999999999998	276.887
223.75	200.225
223.85	95.45440000000002
223.95000000000002	160.358
224.05	5.91641
224.14999999999998	51.879200000000004
224.25	136.408
224.35	193.197
224.45000000000002	300.39
224.55	256.121
224.64999999999998	230.53900000000002
224.75	194.95600000000002
224.85	212.505
224.95000000000002	220.256
225.05	148.884
225.14999999999998	217.868
225.25	285.518
225.35	173.884
225.45000000000002	245.137
225.55	354.943
225.64999999999998	10.370600000000001
225.75	11.789800000000001
225.85	134.881
225.95000000000002	341.77
226.05	364.657
226.14999999999998	222.475
226.25	204.532
226.35	190.995
226.45000000000002	157.34200000000004
226.55	225.898
226.64999999999998	277.847
226.75	331.4220000000001
226.85	212.948
226.95000000000002	85.236
227.05	101.71300000000001
227.14999999999998	133.114
227.25	181.215
227.35	224.053
227.45000000000002	182.185
227.55	59.764300000000006
227.64999999999998	70.6751
227.75	114.339
227.85	278.848
227.95000000000002	305.45
228.05	311.526
228.15	235.586
228.25	150.517
228.35	81.04960000000001
228.45	129.067
228.55	7.71358
228.65	36.850300000000004
228.75	49.8465
228.85	83.081
228.95	139.612
229.05	178.838
229.15	145.414
229.25	27.9385
229.35	122.10600000000001
229.45	135.212
229.55	18.073
229.65	101.224
229.75	152.84
229.85	166.289
229.95	124.441
230.05	86.77680000000001
230.15	99.51010000000001
230.25	94.8835
230.35	88.3952
230.45	89.6143
230.55	126.73
230.65	200.123
230.75	216.87
230.85	239.972
230.95	299.063
231.05	182.656
231.15	140.557
231.25	199.764
231.35	164.47900000000004
231.45	139.371
231.55	116.723
231.65	120.789
231.75	124.86200000000001
231.85	451.67
231.95	368.065
232.05	219.97400000000002
232.15	153.052
232.25	83.0137
232.35	274.301
232.45	126.154
232.55	196.281
232.65	250.925
232.75	439.12600000000003
232.85	512.66
232.95	345.99
233.05	413.497
233.15	471.26
233.25	788.1180000000002
233.35	918.886
233.45	1065.37
233.55	884.756
233.65	800.0740000000001
233.75	684.114
233.85	407.008
233.95	323.827
234.05	258.301
234.15	358.933
234.25	485.67
234.35	885.767
234.45	821.2860000000001
234.55	763.105
234.65	541.373
234.75	712.365
234.85	858.663
234.95	789.128
235.05	746.101
235.15	692.737
235.25	512.923
235.35	429.958
235.45	313.403
235.55	238.931
235.65	261.254
235.75	384.697
235.85	399.70300000000003
235.95	422.242
236.05	511.29
236.15	479.44
236.25	462.26300000000003
236.35	521.191
236.45	562.965
236.55	603.258
236.65	564.322
236.75	465.509
236.85	327.0710000000001
236.95	280.832
237.05	299.527
237.15	355.694
237.25	430.949
237.35	452.063
237.45	446.205
237.55	325.781
237.65	269.014
237.75	284.825
237.85	464.209
237.95	605.438
238.05	917.6170000000001
238.15	1154.81
238.25	1413.84
238.35	1485.15
238.45	1276.09
238.55	928.162
238.65	566.886
238.75	475.48400000000004
238.85	427.795
238.95	399.659
239.05	396.57300000000004
239.15	426.79
239.25	348.02500000000003
239.35	305.152
239.45	320.3450000000001
239.55	437.903
239.65	536.951
239.75	707.492
239.85	651.909
239.95	581.623
240.05	428.588
240.15	464.515
240.25	564.136
240.35	474.839
240.45	525.102
240.55	740.182
240.65	485.137
240.75	418.461
240.85000000000002	640.258
240.95	545.792
241.04999999999998	494.897
241.15	662.318
241.25	616.663
241.35000000000002	572.744
241.45	380.529
241.54999999999998	340.654
241.65	294.947
241.75	84.499
241.85000000000002	81.5862
241.95	147.027
242.04999999999998	87.8652
242.15	76.0445
242.25	98.03160000000001
242.35000000000002	159.576
242.45	204.948
242.54999999999998	313.923
242.65	117.057
242.75	99.72110000000002
242.85000000000002	4.63597
242.95	38.456900000000005
243.04999999999998	75.7538
243.15	122.953
243.25	89.0933
243.35000000000002	27.341900000000003
243.45	82.9105
243.54999999999998	93.02
243.65	89.7015
243.75	259.089
243.85000000000002	296.091
243.95	185.524
244.04999999999998	152.477
244.15	131.924
244.25	115.406
244.35000000000002	280.151
244.45	421.79200000000003
244.54999999999998	187.817
244.65	239.192
244.75	307.799
244.85000000000002	317.405
244.95	329.034
245.04999999999998	349.085
245.15	280.301
245.25	238.653
245.35000000000002	165.411
245.45	167.812
245.54999999999998	161.18800000000002
245.65	116.992
245.75	127.193
245.85000000000002	144.013
245.95	332.572
246.04999999999998	257.268
246.15	182.432
246.25	54.0037
246.35000000000002	85.8013
246.45	142.117
246.54999999999998	328.703
246.65	295.291
246.75	148.04
246.85000000000002	319.88800000000003
246.95	356.863
247.04999999999998	288.411
247.15	275.381
247.25	290.557
247.35	466.04200000000003
247.45000000000002	384.966
247.54999999999998	322.43
247.65	370.255
247.75	409.18600000000004
247.85	454.106
247.95000000000002	450.0
248.04999999999998	376.063
248.15	248.904
248.25	370.491
248.35	380.957
248.45000000000002	335.59
248.54999999999998	397.855
248.65	412.771
248.75	367.445
248.85	287.846
248.95000000000002	251.752
249.04999999999998	408.538
249.15	488.41200000000003
249.25	561.003
249.35	545.053
249.45000000000002	481.914
249.54999999999998	397.363
249.65	383.891
249.75	398.67900000000003
249.85	432.86400000000003
249.95000000000002	395.1960000000001
250.04999999999998	359.319
250.14999999999998	274.943
250.24999999999997	272.9820000000001
250.35000000000002	285.936
250.45000000000002	377.34
250.54999999999998	259.352
250.64999999999998	180.759
250.74999999999997	350.066
250.85000000000002	371.5350000000001
250.95000000000002	394.3690000000001
251.04999999999998	403.103
251.14999999999998	319.625
251.24999999999997	186.113
251.35000000000002	309.351
251.45000000000002	354.71
251.54999999999998	407.604
251.64999999999998	344.29900000000004
251.74999999999997	305.611
251.85000000000002	235.925
251.95000000000002	223.72
252.04999999999998	213.85
252.14999999999998	183.82400000000004
252.24999999999997	169.93800000000002
252.35000000000002	158.23
252.45000000000002	272.416
252.54999999999998	309.334
252.64999999999998	354.573
252.74999999999997	278.227
252.85000000000002	300.102
252.95000000000002	358.42400000000004
253.05	338.814
253.14999999999998	348.463
253.24999999999997	393.045
253.35000000000002	413.592
253.45000000000002	414.468
253.55	368.725
253.64999999999998	363.176
253.74999999999997	363.781
253.85000000000002	444.854
253.95000000000002	530.365
254.05	615.463
254.14999999999998	393.29900000000004
254.24999999999997	459.396
254.35000000000002	574.076
254.45000000000002	449.204
254.55	397.4820000000001
254.64999999999998	328.2080000000001
254.74999999999997	258.947
254.85000000000002	267.726
254.95000000000002	388.665
255.05	396.35
255.14999999999998	398.5470000000001
255.24999999999997	383.249
255.35000000000002	403.496
255.45000000000002	419.374
255.55	396.139
255.64999999999998	437.029
255.74999999999997	485.26300000000003
255.85000000000002	373.903
255.95000000000002	371.164
256.05	386.009
256.15	355.151
256.25	351.656
256.35	362.152
256.45	420.40000000000003
256.55	430.803
256.65	362.8980000000001
256.75	422.9940000000001
256.85	461.461
256.95	469.302
257.05	374.835
257.15	285.573
257.25	394.303
257.35	391.185
257.45	381.195
257.55	462.654
257.65	439.231
257.75	361.313
257.85	369.29
257.95	380.2200000000001
258.05	410.846
258.15	410.764
258.25	417.236
258.35	465.772
258.45	612.128
258.55	729.6710000000002
258.65	1065.36
258.75	859.492
258.85	627.088
258.95	580.972
259.05	516.04
259.15	412.568
259.25	443.418
259.35	452.147
259.45	457.528
259.55	651.5020000000001
259.65	804.552
259.75	1180.79
259.85	1996.65
259.95	2462.94
260.05	2106.59
260.15	1699.45
260.25	1328.78
260.35	644.553
260.45	596.428
260.55	556.071
260.65	928.996
260.75	976.788
260.85	964.912
260.95	994.566
261.05	1103.94
261.15	1450.03
261.25	1562.53
261.35	1564.45
261.45	1203.79
261.55	1068.86
261.65	977.039
261.75	1244.11
261.85	1397.53
261.95	1565.75
262.05	1351.06
262.15	1273.59
262.25	1173.62
262.35	1452.6300000000003
262.45	1599.96
262.55	1831.81
262.65	2045.99
262.75	2121.86
262.84999999999997	2103.13
262.95000000000005	2112.07
263.05	2143.1
263.15	2443.93
263.25	2135.95
263.34999999999997	1861.79
263.45000000000005	1159.27
263.55	1037.3800000000003
263.65	895.213
263.75	749.477
263.84999999999997	797.117
263.95000000000005	934.5260000000001
264.05	801.552
264.15	784.068
264.25	851.188
264.34999999999997	708.862
264.45000000000005	650.186
264.55	705.33
264.65	558.456
264.75	460.427
264.84999999999997	720.4010000000001
264.95000000000005	769.215
265.05	821.9780000000001
265.15	843.123
265.25	837.8000000000001
265.34999999999997	826.578
265.45000000000005	911.307
265.55	874.3530000000001
265.65	735.5220000000002
265.75	754.739
265.84999999999997	774.357
265.95000000000005	831.144
266.05	972.8100000000001
266.15	1046.03
266.25	936.534
266.34999999999997	910.5600000000001
266.45000000000005	887.616
266.55	797.567
266.65	900.731
266.75	1039.26
266.84999999999997	1438.34
266.95000000000005	1541.15
267.05	1639.96
267.15	1316.54
267.25	1145.32
267.34999999999997	877.1800000000001
267.45000000000005	713.37
267.55	641.066
267.65	671.071
267.75	924.922
267.84999999999997	1101.8500000000001
267.95000000000005	897.889
268.05	951.962
268.15	1010.44
268.25	1018.9
268.34999999999997	928.76
268.45000000000005	780.809
268.55	888.5600000000001
268.65	955.534
268.75	1071.05
268.84999999999997	955.5790000000001
268.95000000000005	961.251
269.05	1182.25
269.15	1000.39
269.25	913.514
269.34999999999997	1147.1400000000003
269.45000000000005	861.548
269.55	607.474
269.65	778.099
269.75	852.125
269.84999999999997	945.857
269.95000000000005	937.004
270.05	963.0120000000001
270.15	1018.7
270.25	1056.29
270.34999999999997	1073.6400000000003
270.45000000000005	1096.11
270.55	1045.67
270.65	1022.83
270.75	1030.73
270.84999999999997	964.677
270.95000000000005	916.136
271.05	910.503
271.15	892.5
271.25	872.735
271.34999999999997	1345.12
271.45000000000005	1337.8500000000001
271.55	1263.5
271.65	1051.03
271.75	943.356
271.84999999999997	778.067
271.95000000000005	745.638
272.05	734.795
272.15	741.635
272.25	934.999
272.34999999999997	1055.07
272.45000000000005	1102.37
272.55	1128.91
272.65	1153.05
272.75	1355.24
272.84999999999997	1316.97
272.95000000000005	1257.23
273.05	1352.32
273.15	1389.6300000000003
273.25	1438.91
273.34999999999997	1364.8900000000003
273.45000000000005	1302.77
273.55	1161.26
273.65	1096.8
273.75	1119.25
273.84999999999997	1513.58
273.95000000000005	1523.11
274.05	1529.44
274.15	1487.01
274.25	1382.93
